risk,K,n,seed,gamma,alpha,entropy_kappa,smoothing_tau,step_size,theta_step_size,step_decay,max_iter,minibatch_size,regret_tolerance,record_every,certify_every,method,continuation_stage,stage_iteration,iteration,start_index,start_iteration,selected_stage,stage_improvement,stage_relative_improvement,stage_termination_reason,continuation_stop_reason,residual_norm,objective,eta,regret1,regret2,theta1,theta2
cvar,1000,50,20428124,0.5,0.5,0.01,0.002,500.0,500.0,0.5,2000,32,0.01,100,100,full_batch,0,3800,3800,3,100,True,nan,nan,max_iter,,0.9086543780140927,0.4128263893420888,0.028664337697311693,0.0008647674966819618,0.028664337697311693,-2442.2928853471735,-2367.5511310383677
cvar,1000,50,20428124,0.5,0.5,0.01,0.002,500.0,500.0,0.5,2000,32,0.01,100,100,full_batch,0,3900,3900,3,200,True,nan,nan,max_iter,,0.7646847746796387,0.2923714023134249,0.020239735182627783,0.020239735182627783,0.01596853290666289,-2442.2928853471735,-2367.5511310383677
cvar,1000,50,20428124,0.5,0.5,0.01,0.002,500.0,500.0,0.5,2000,32,0.01,100,100,full_batch,0,4000,4000,3,300,True,nan,nan,max_iter,,0.7361499518935687,0.27095837583645177,0.02579920253757828,0.02579920253757828,0.014969572153428978,-2442.2928853471735,-2367.5511310383677
cvar,1000,50,20428124,0.5,0.5,0.01,0.002,500.0,500.0,0.5,2000,32,0.01,100,100,full_batch,0,4100,4100,3,400,True,nan,nan,max_iter,,0.7212080369255888,0.2600705162630307,0.026836234944309645,0.026836234944309645,0.010124164599833785,-2442.2928853471735,-2367.5511310383677
cvar,1000,50,20428124,0.5,0.5,0.01,0.002,500.0,500.0,0.5,2000,32,0.01,100,100,full_batch,0,4200,4200,3,500,True,nan,nan,max_iter,,0.7160000720782916,0.25632805160805944,0.02773855024855676,0.02773855024855676,0.007816949379139904,-2442.2928853471735,-2367.5511310383677
cvar,1000,50,20428124,0.5,0.5,0.01,0.002,500.0,500.0,0.5,2000,32,0.01,100,100,full_batch,0,4300,4300,3,600,True,nan,nan,max_iter,,0.7134786539676183,0.25452589483372223,0.0261218754131336,0.0261218754131336,0.006839524438486122,-2442.2928853471735,-2367.5511310383677
cvar,1000,50,20428124,0.5,0.5,0.01,0.002,500.0,500.0,0.5,2000,32,0.01,100,100,full_batch,0,4400,4400,3,700,True,nan,nan,max_iter,,0.7119792729999135,0.25345724259074265,0.024161693941282425,0.024161693941282425,0.006104131951643055,-2442.2928853471735,-2367.5511310383677
cvar,1000,50,20428124,0.5,0.5,0.01,0.002,500.0,500.0,0.5,2000,32,0.01,100,100,full_batch,0,4400,4400,4,0,True,nan,nan,max_iter,,0.41627964150483454,0.08664436996569679,0.0847021416608178,0.0847021416608178,0.07177539202547167,0.49826698959778143,0.4986932900181225
cvar,1000,50,20428124,0.5,0.5,0.01,0.002,500.0,500.0,0.5,2000,32,0.01,100,100,full_batch,0,4500,4500,4,100,True,nan,nan,max_iter,,0.8869013783931465,0.39329702749783163,0.037912418822312555,0.005857708163618969,0.037912418822312555,-2181.9345478411974,-1456.125875267722
cvar,1000,50,20428124,0.5,0.5,0.01,0.002,500.0,500.0,0.5,2000,32,0.01,100,100,full_batch,0,4600,4600,4,200,True,nan,nan,max_iter,,0.7949085647153519,0.3159398131289104,0.018236422257606577,0.009853484382968736,0.018236422257606577,-2181.9345478411974,-1456.125875267722
cvar,1000,50,20428124,0.5,0.5,0.01,0.002,500.0,500.0,0.5,2000,32,0.01,100,100,full_batch,0,4700,4700,4,300,True,nan,nan,max_iter,,0.7464830500022956,0.27861847197036493,0.018575008754607047,0.013037992149346533,0.018575008754607047,-2181.9345478411974,-1456.125875267722
cvar,1000,50,20428124,0.5,0.5,0.01,0.002,500.0,500.0,0.5,2000,32,0.01,100,100,full_batch,0,4800,4800,4,400,True,nan,nan,max_iter,,0.7245413393009807,0.26248007617802943,0.018332840092882385,0.011934264253683713,0.018332840092882385,-2181.9345478411974,-1456.125875267722
